time,data,irf,fit
10.3363233820459,6790,0,6760.31273635161
10.4407306889353,6549,0,6496.00298464743
10.5451379958246,6075,0,6243.68446582391
10.649545302714,5985,0,6002.78635547097
10.7539526096033,5745,0,5772.76532624307
10.8583599164927,5521,0,5553.10422041597
10.962767223382,5213,0,5343.31078653666
11.0671745302714,5052,0,5142.91647707254
11.1715818371608,4883,0,4951.47530411463
11.2759891440501,4645,0,4768.56275033234
11.3803964509395,4529,0,4593.7747325122
11.4848037578288,4349,0,4426.7266151419
11.5892110647182,4257,0,4267.05227162361
11.6936183716075,4061,0,4114.40319081696
11.7980256784969,3969,0,3968.44762672332
11.9024329853862,3912,0,3828.86978922839
12.0068402922756,3569,0,3695.36907392104
12.1112475991649,3593,0,3567.65932910155
12.2156549060543,3340,0,3445.46815818393
12.3200622129436,3382,0,3328.86665917721
12.424469519833,3178,0,3216.93345424345
12.5288768267223,3089,1,3109.77831935364
12.6332841336117,3016,0,3007.17752176433
12.737691440501,2955,0,2910.57008819812
12.8420987473904,2853,0,2816.3805934644
12.9465060542797,2794,5,2726.13982204901
13.0509133611691,2614,0,2639.66384744538
13.1553206680585,2625,0,2556.77756465529
13.2597279749478,2439,0,2477.31426451482
13.3641352818372,2425,0,2401.11522857636
13.4685425887265,2358,0,2328.0293435542
13.5729498956159,2361,0,2257.91273438901
13.6773572025052,2293,0,2190.95881842607
13.7817645093946,2113,0,2126.36263447576
13.8861718162839,2042,1,2064.3447575108
13.9905791231733,2057,0,2004.78690742156
14.0949864300626,1951,0,1947.57645840744
14.199393736952,1938,0,1892.60616625261
14.3038010438413,1838,0,1839.77390877245
14.4082083507307,1825,0,1788.98243879487
14.51261565762,1744,0,1740.13914907098
14.6170229645094,1683,0,1693.15584853933
14.7214302713987,1690,0,1647.94854939524
14.8258375782881,1605,0,1604.43726444358
14.9302448851775,1558,0,1562.54581423829
15.0346521920668,1447,0,1522.20164353614
15.1390594989562,1428,0,1483.33564661487
15.2434668058455,1500,0,1445.88200102762
15.3478741127349,1473,0,1409.7780093863
15.4522814196242,1366,0,1374.96394878604
15.5566887265136,1328,0,1341.38292750186
15.6610960334029,1328,0,1308.98074860621
15.7655033402923,1247,0,1277.70578017324
15.8699106471816,1241,0,1247.50883175158
15.974317954071,1150,0,1218.34303680302
16.0787252609603,1202,0,1190.16374081884
16.1831325678497,1153,0,1162.92839483963
16.287539874739,1131,0,1136.59645411761
16.3919471816284,1104,0,1111.12928167304
16.4963544885177,1075,0,1086.49005650843
16.6007617954071,1066,0,1062.64368625545
16.7051691022965,1001,0,1039.55672404057
16.8095764091858,984,0,1017.19728936548
16.9139837160752,1047,0,995.534992808613
17.0183910229645,958,0,974.540864362964
17.1227983298539,945,0,954.187285234686
17.2272056367432,976,0,934.447922935263
17.3316129436326,883,0,915.29766950816
17.4360202505219,948,0,897.042986132358
17.5404275574113,851,0,878.986508582846
17.6448348643006,868,1,861.451224979684
17.74924217119,852,0,844.416334891416
17.8536494780793,798,0,827.861996984301
17.9580567849687,844,0,811.769283049229
18.062464091858,821,0,796.120134248422
18.1668713987474,731,0,780.897319474652
18.2712787056367,767,0,766.084395720913
18.3756860125261,779,0,751.996073757254
18.4800933194154,733,0,738.273247040329
18.5845006263048,680,1,724.571849960585
18.6889079331942,659,1,711.222966108471
18.7933152400835,678,0,698.213502991923
18.8977225469729,681,0,685.530958395084
19.0021298538622,649,0,673.163392210789
19.1065371607516,663,0,661.099399632519
19.2109444676409,690,0,649.328085640133
19.3153517745303,606,0,637.839040716877
19.4197590814196,621,0,626.622317738145
19.524166388309,591,0,615.668409975397
19.6285736951983,619,0,604.96823016132
19.7329810020877,586,0,594.513090564962
19.837388308977,597,0,584.294684028029
19.9417956158664,593,0,574.305065915884
20.0462029227557,574,0,564.536636939058
20.1506102296451,540,0,554.982126803188
20.2550175365344,502,0,545.634578647352
20.3594248434238,558,0,536.487334232694
20.4638321503132,573,0,527.534019845075
20.5682394572025,508,0,518.76853287724
20.6726467640919,562,0,510.185029057666
20.7770540709812,499,0,501.777910294808
20.8814613778706,536,0,493.541813107037
20.9858686847599,456,0,485.471597609921
21.0902759916493,470,0,477.562337033935
21.1946832985386,479,0,469.809307746946
21.299090605428,462,0,462.538383150905
21.4034979123173,446,0,455.070686053693
21.5079052192067,444,1,447.746811062782
21.612312526096,413,0,440.562726175983
21.7167198329854,432,0,433.514560864936
21.8211271398747,409,0,426.598598582419
21.9255344467641,389,0,419.811269629903
22.0299417536534,436,0,413.14914436796
22.1343490605428,427,0,406.608926752932
22.2387563674321,425,0,400.187448184094
22.3431636743215,397,0,393.881661646305
22.4475709812109,395,0,387.688636133856
22.5519782881002,364,0,381.60555134192
22.6563855949896,421,0,375.629692612676
22.7607929018789,372,0,369.758446123787
22.8652002087683,361,0,363.989294307515
22.9696075156576,346,0,358.31981148933
23.074014822547,377,0,352.747659735394
23.1784221294363,368,0,347.27058489883
23.2828294363257,329,0,341.88641285516
23.387236743215,335,0,336.593045917772
23.4916440501044,368,0,331.388459424704
23.5960513569937,324,0,326.270698488482
23.7004586638831,298,0,321.237874901107
23.8048659707724,308,0,316.28816418671
23.9092732776618,309,0,311.419802794727
24.0136805845511,289,0,306.631085426805
24.1180878914405,314,0,301.920362490977
24.2224951983299,306,0,297.286037676949
24.3269025052192,269,0,292.726565646658
24.4313098121086,274,0,288.240449834512
24.5357171189979,309,0,283.82624035203
24.6401244258873,275,0,279.482531991825
24.7445317327766,251,0,275.207962326134
24.848939039666,295,0,271.001209895331
24.9533463465553,264,0,266.860992482067
25.0577536534447,265,0,262.786065466907
25.162160960334,280,0,258.775220261525
25.2665682672234,246,0,254.827282815717
25.3709755741127,259,0,251.271515588478
25.4753828810021,226,0,247.762680997766
25.5797901878914,254,1,243.969932538637
25.6841974947808,239,1,240.23695433176
25.7886048016701,236,0,236.562665611345
25.8930121085595,200,0,232.946015415509
25.9974194154489,210,0,229.385981381105
26.1018267223382,207,0,225.881568594912
26.2062340292276,199,0,222.431808498464
26.3106413361169,202,0,219.035757843923
26.4150486430063,220,0,215.692497698546
26.5194559498956,214,0,212.401132495402
26.623863256785,228,0,209.160789128096
26.7282705636743,202,0,205.970616087394
26.8326778705637,208,0,202.829782637725
26.937085177453,209,0,199.737478031639
27.0414924843424,166,0,196.692910760388
27.1458997912317,185,0,193.695307838903
27.2503070981211,190,0,190.743914123496
27.3547144050104,186,0,187.837991660727
27.4591217118998,215,0,184.976819065927
27.5635290187891,183,0,182.159690929951
27.6679363256785,152,0,179.385917252819
27.7723436325678,199,0,176.654822902925
27.8767509394572,188,0,173.965747100617
27.9811582463466,176,0,171.318042924952
28.0855655532359,183,0,168.711076842535
28.1899728601253,166,0,166.144228257367
28.2943801670146,177,0,163.6168890807
28.398787473904,157,0,161.12846331995
28.5031947807933,164,0,158.678366685731
28.6076020876827,168,0,156.266026216179
28.712009394572,160,0,153.8908799177
28.8164167014614,165,0,151.552376421385
28.9208240083507,146,0,149.249974654334
29.0252313152401,153,0,146.983143525177
29.1296386221294,150,0,144.75136162311
29.2340459290188,160,0,142.554116929816
29.3384532359081,144,0,140.390906543648
29.4428605427975,130,0,138.261236415484
29.5472678496868,126,0,136.164621095713
29.6516751565762,132,0,134.100583491823
29.7560824634656,124,0,132.068654636067
29.8604897703549,128,0,130.068373462765
29.9648970772443,114,0,128.099286594747
30.0693043841336,143,0,126.16094813854
30.173711691023,136,0,124.25291948786
30.2781189979123,137,0,122.374769135032
30.3825263048017,114,0,120.52607248996
30.486933611691,120,0,118.706411706292
30.5913409185804,127,0,116.915375514446
30.6957482254697,109,0,115.152559061162
30.8001555323591,116,0,113.4175637553
30.9045628392484,100,0,111.709997119564
31.0089701461378,128,0,110.029472647898
31.1133774530271,115,0,108.375609668269
31.2177847599165,91,0,106.748033210616
31.3221920668058,102,0,105.146373879689
31.4265993736952,114,0,103.570267732586
31.5310066805846,116,0,102.019356160747
31.6354139874739,96,0,100.493285776214
31.7398212943633,87,0,98.9917083019507
31.8442286012526,97,0,97.5142804660477
31.948635908142,110,0,96.0606638996249
32.0530432150313,89,0,94.6305250382678
32.1574505219207,83,0,93.2235350268362
32.26185782881,81,0,91.8393696274939
32.3662651356994,86,0,90.4777091308125
32.4706724425887,74,0,89.1382382698101
32.5750797494781,99,0,87.820646136796
32.6794870563674,80,0,86.5246261028946
32.7838943632568,107,0,85.2498757401285
32.8883016701461,86,0,83.9960967459477
32.9927089770355,89,0,82.7629948700998
33.0971162839248,94,0,81.5502798437334
33.2015235908142,66,0,80.3576653106405
33.3059308977035,82,0,79.1848687605428
33.4103382045929,91,0,78.0316114643358
33.5147455114823,73,0,76.8976184112017
33.6191528183716,77,0,75.7826182475174
33.723560125261,67,0,74.6863432174731
33.8279674321503,65,0,73.6085291053368
33.9323747390397,68,0,72.5489151792887
34.036782045929,71,0,71.5072441367639
34.1411893528184,64,0,70.483262051238
34.2455966597077,64,0,69.4767183203974
34.3500039665971,78,0,68.4873656156369
34.4544112734864,75,0,67.5149598328292
34.5588185803758,61,0,66.5592600443157
34.6632258872651,65,0,65.6200284520702
34.7676331941545,71,0,64.6970303419868
34.8720405010438,55,0,63.7900340392487
34.9764478079332,68,0,62.8988108647343
35.0808551148225,70,0,62.0231350924221
35.1852624217119,45,0,61.1627839077525
35.2896697286012,53,0,60.317537366914
35.3940770354906,70,0,59.4871783570141
35.49848434238,53,0,58.6714925571061
35.6028916492693,57,0,57.8702684000357
35.7072989561587,63,0,57.0832970350819
35.811706263048,75,0,56.3103722913575
35.9161135699374,61,0,55.5512906419471
36.0205208768267,47,0,54.805851168753
36.1249281837161,43,0,54.0738555280247
36.2293354906054,59,0,53.3551079165498
36.3337427974948,54,0,52.6494150384802
36.4381501043841,51,0,51.9565860727753
36.5425574112735,46,0,51.2764326412396
36.6469647181628,40,0,50.6087687771347
36.7513720250522,58,0,49.9534108943485
36.8557793319415,37,0,49.3101777571016
36.9601866388309,43,0,48.6788904501761
37.0645939457203,57,0,48.0593723496464
37.1690012526096,54,0,47.4514490941026
37.273408559499,30,0,46.8549485563438
37.3778158663883,44,0,46.2697008155349
37.4822231732777,48,0,45.6955381298069
37.586630480167,57,0,45.1322949092908
37.6910377870564,53,0,44.5798076895724
37.7954450939457,43,0,44.0379151055556
37.8998524008351,39,0,43.5064578657228
38.0042597077244,42,0,42.9852787267814
38.1086670146138,56,0,42.4742224686869
38.2130743215031,49,0,41.9731358700309
38.3174816283925,40,0,41.4818676837862
38.4218889352818,43,0,41.0002686133989
38.5262962421712,33,0,40.5281912892189
38.6307035490605,48,0,40.0654902452606
38.7351108559499,46,0,39.6120218962852
38.8395181628392,32,0,39.1676445151981
38.9439254697286,31,0,38.7322182107524
39.048332776618,43,0,38.3056049055529
39.1527400835073,40,0,37.8876683143516
39.2571473903967,33,0,37.4782739226333
39.361554697286,30,0,37.0772889654767
39.4659620041754,32,0,36.6845824066929
39.5703693110647,36,0,36.300024918232
39.6747766179541,31,0,35.9234888598512
39.7791839248434,31,0,35.5548482590417
39.8835912317328,27,0,35.1939787912073
39.9879985386221,23,0,34.8407577600904
40.0924058455115,34,0,34.4950640784413
40.1968131524008,33,0,34.1567782489243
40.3012204592902,25,0,33.8257823452591
40.4056277661795,46,0,33.5019599935898
40.5100350730689,34,0,33.1851963540801
40.6144423799582,36,0,32.8753781027298
40.7188496868476,27,0,32.5723934134082
40.823256993737,32,0,32.2761319401012
40.9276643006263,26,0,31.9864847993692
41.0320716075157,26,0,31.7033445530108
41.136478914405,32,0,31.4266051909305
41.2408862212944,23,0,31.1561621142056
41.3452935281837,26,0,30.8919121183509
41.4497008350731,26,0,30.6337533767769
41.5541081419624,31,0,30.3815854244385
41.6585154488518,32,0,30.1353091416724
41.7629227557411,23,0,29.8948267382193
41.8673300626305,33,0,29.6600417374292
41.9717373695198,38,0,29.4308589606453
42.0761446764092,35,0,29.2071845117675
42.1805519832985,25,0,28.9889257619891
42.2849592901879,34,0,28.7759913347062
42.3893665970772,39,0,28.5682910905978
42.4937739039666,21,0,28.3657361128739
42.5981812108559,24,0,28.1682386926888
42.7025885177453,29,0,27.9757123147177
42.8069958246347,18,0,27.7880716428951
42.911403131524,22,0,27.6052325063131
43.0158104384134,30,0,27.4271118852756
43.1202177453027,35,0,27.2536278975088
43.2246250521921,23,0,27.0846997845251
43.3290323590814,22,0,26.9202478981377
43.4334396659708,26,0,26.7601936871265
43.5378469728601,23,0,26.60445968405
43.6422542797495,27,0,26.4529694922047
43.7466615866388,30,0,26.3056477727284
43.8510688935282,19,0,26.1624202318459
43.9554762004175,19,0,26.0232136082561
44.0598835073069,32,0,25.8879556606594
44.1642908141962,22,0,25.7565751554206
44.2686981210856,16,0,25.6290018543708
44.3731054279749,24,0,25.5051665027418
44.4775127348643,23,0,25.3850008172352
44.5819200417536,26,0,25.2684374742225
44.686327348643,26,0,25.1554100980754
44.7907346555324,28,0,25.0458532496258
44.8951419624217,21,0,24.9397024147519
44.9995492693111,19,0,24.8368939930913
45.1039565762004,18,0,24.7373652868786
45.2083638830898,26,0,24.6410544899065
45.3127711899791,22,0,24.5479006766079
45.4171784968685,33,0,24.4578437912601
45.5215858037578,24,0,24.3708246373077
45.6259931106472,20,0,24.286784866803
45.7304004175365,21,0,24.2056669699649
45.8348077244259,27,0,24.1274142648519
45.9392150313152,24,0,24.0519708871505
46.0436223382046,24,0,23.9792817800765
46.1480296450939,26,0,23.9092926843877
46.2524369519833,31,0,23.8419501285094
46.3568442588727,23,0,23.7772014187673
46.461251565762,21,0,23.7149946297306
46.5656588726514,26,0,23.655278594662
46.6700661795407,28,0,23.5980028960739
46.7744734864301,24,0,23.5431178563905
46.8788807933194,30,0,23.490574528713
46.9832881002088,21,0,23.4403246876894
47.0876954070981,30,0,23.3923208204844
47.1921027139875,30,0,23.3465161178525
47.2965100208768,21,0,23.3028644653089
47.4009173277662,27,0,23.2613204344011
47.5053246346555,23,0,23.2218392740773
47.6097319415449,24,0,23.1843769021524
47.7141392484342,29,0,23.1488898968688
47.8185465553236,28,0,23.1153354885538
47.9229538622129,30,0,23.0836715513699
48.0273611691023,24,0,23.0538565951578
48.1317684759916,33,0,23.0258497573725
48.236175782881,30,0,22.9996107951099
48.3405830897704,25,0,22.975100077223
48.4449903966597,23,0,22.9522785765291
48.5493977035491,33,0,22.9311078621031
48.6538050104384,28,0,22.91155009166
48.7582123173278,38,0,22.8935680040233
48.8626196242171,21,0,22.8771249116791
48.9670269311065,26,0,22.8621846934145
49.0714342379958,36,0,22.8487117870407
49.1758415448852,23,0,22.8366711821992
49.2802488517745,22,0,22.8260284132489
49.3846561586639,17,0,22.816749552236
49.4890634655532,31,0,22.8088012019442
49.5934707724426,24,0,22.8021504890235
49.6978780793319,17,0,22.7967650571992
49.8022853862213,24,0,22.7926130605581
49.9066926931106,0,0,22.7896631569125
50.0111,0,0,22.7878845012401
