time,data,irf,fit,baseline
8.35258455114823,1460,0,1464.5408393616,1
8.45699185803758,1479,0,1450.78688082556,1
8.56139916492693,1439,0,1437.26328178184,1
8.66580647181628,1442,0,1423.96334399427,1
8.77021377870564,1436,0,1410.88061472183,1
8.87462108559499,1407,0,1398.00887717335,1
8.97902839248434,1326,0,1385.34214133798,1
9.08343569937369,1353,0,1372.87463517687,1
9.18784300626305,1405,0,1360.60079616164,1
9.2922503131524,1351,0,1348.51526314598,1
9.39665762004175,1333,0,1336.61286855722,1
9.50106492693111,1304,0,1324.8886308953,1
9.60547223382046,1338,0,1313.33774752692,1
9.70987954070981,1304,0,1301.95558776321,1
9.81428684759916,1231,0,1290.73768620984,1
9.91869415448852,1289,1,1279.67973637866,1
10.0231014613779,1327,0,1268.77758455067,1
10.1275087682672,1259,0,1258.0272238803,1
10.2319160751566,1211,0,1247.42478873158,1
10.3363233820459,1230,0,1236.96654923694,1
10.4407306889353,1262,0,1226.64890606988,1
10.5451379958246,1238,0,1216.46838542317,1
10.649545302714,1226,0,1206.42163418428,1
10.7539526096033,1159,0,1196.50541530042,1
10.8583599164927,1270,0,1186.71660332563,1
10.962767223382,1129,0,1177.05218014274,1
11.0671745302714,1162,0,1167.5092308533,1
11.1715818371608,1125,0,1158.08493982889,1
11.2759891440501,1100,0,1148.77658691736,1
11.3803964509395,1162,0,1139.58154379797,1
11.4848037578288,1055,0,1130.49727047953,1
11.5892110647182,1145,0,1121.52131193581,1
11.6936183716075,1104,0,1112.651294873,1
11.7980256784969,1169,0,1103.88492462379,1
11.9024329853862,1067,0,1095.21998216323,1
12.0068402922756,1101,0,1086.65432124146,1
12.1112475991649,1062,0,1078.18586562882,1
12.2156549060543,1060,0,1069.8126064688,1
12.3200622129436,1055,0,1061.53259973458,1
12.424469519833,1028,0,1053.34396378518,1
12.5288768267223,1001,0,1045.24487701718,1
12.6332841336117,1010,0,1037.23357560826,1
12.737691440501,1037,0,1029.30835134901,1
12.8420987473904,972,0,1021.46754955948,1
12.9465060542797,993,0,1013.70956708703,1
13.0509133611691,1033,0,1006.03285038254,1
13.1553206680585,998,0,998.435893651586,1
13.2597279749478,1007,0,990.917237077808,1
13.3641352818372,935,0,983.475465115624,1
13.4685425887265,923,0,976.10920484946,1
13.5729498956159,1003,0,968.817124416958,1
13.6773572025052,983,0,961.597931493607,1
13.7817645093946,1010,0,954.450371836386,1
13.8861718162839,954,0,947.373227884089,1
13.9905791231733,1004,0,940.365317412101,1
14.0949864300626,928,0,933.425492239486,1
14.199393736952,927,0,926.552636986314,1
14.3038010438413,956,0,919.745667879264,1
14.4082083507307,895,0,913.003531603588,1
14.51261565762,905,0,906.325204199621,1
14.6170229645094,889,0,899.70969000208,1
14.7214302713987,924,0,893.156020620463,1
14.8258375782881,895,0,886.663253958938,1
14.9302448851775,943,0,880.230473274166,1
15.0346521920668,869,0,873.856786269561,1
15.1390594989562,838,0,867.541324224559,1
15.2434668058455,880,0,861.283241157516,1
15.3478741127349,821,0,855.081713020915,1
15.4522814196242,864,0,848.935936927606,1
15.5566887265136,848,0,842.845130406869,1
15.6610960334029,797,0,836.808530689111,1
15.7655033402923,870,0,830.825394018098,1
15.8699106471816,812,0,824.894994989607,1
15.974317954071,805,0,819.016625915489,1
16.0787252609603,788,0,813.18959621213,1
16.1831325678497,782,0,807.413231812349,1
16.287539874739,796,0,801.68687459983,1
16.3919471816284,865,0,796.009881865181,1
16.4963544885177,788,0,790.381625782785,1
16.6007617954071,816,0,784.801492907634,1
16.7051691022965,791,0,779.268883691335,1
16.8095764091858,812,0,773.783212016568,1
16.9139837160752,767,0,768.34390474925,1
17.0183910229645,783,0,762.950401307725,1
17.1227983298539,794,0,757.602153248298,1
17.2272056367432,770,0,752.29862386649,1
17.3316129436326,702,0,747.039287813383,1
17.4360202505219,709,0,741.823630726473,1
17.5404275574113,718,0,736.651148874464,1
17.6448348643006,767,0,731.521348815444,1
17.74924217119,709,0,726.433747067942,1
17.8536494780793,754,0,721.387869794338,1
17.9580567849687,726,0,716.383252496164,1
18.062464091858,693,0,711.419439720816,1
18.1668713987474,713,0,706.49598477924,1
18.2712787056367,699,0,701.612449474158,1
18.3756860125261,683,0,696.768403838427,1
18.4800933194154,678,0,691.963425883137,1
18.5845006263048,690,0,687.197101355053,1
18.6889079331942,691,0,682.469023503064,1
18.7933152400835,668,0,677.77879285326,1
18.8977225469729,654,0,673.126016992318,1
19.0021298538622,675,0,668.510310358872,1
19.1065371607516,664,0,663.931294042543,1
19.2109444676409,689,0,659.388595590351,1
19.3153517745303,654,0,654.881848820208,1
19.4197590814196,646,0,650.410693641218,1
19.524166388309,668,0,645.974775880526,1
19.6285736951983,638,0,641.573747116456,1
19.7329810020877,612,0,637.207264517699,1
19.837388308977,658,0,632.874990688305,1
19.9417956158664,634,0,628.576593518276,1
20.0462029227557,636,0,624.311746039516,1
20.1506102296451,658,0,620.080126286954,1
20.2550175365344,635,0,615.881417164623,1
20.3594248434238,616,0,611.715306316518,1
20.4638321503132,577,0,607.581486002033,1
20.5682394572025,598,0,603.479652975817,1
20.6726467640919,621,0,599.409508371858,1
20.7770540709812,602,0,595.370757591661,1
20.8814613778706,586,0,591.363110196326,1
20.9858686847599,552,0,587.386279802412,1
21.0902759916493,573,0,583.439983981414,1
21.1946832985386,587,0,579.523944162727,1
21.299090605428,562,0,575.637885539969,1
21.4034979123173,561,0,571.781536980513,1
21.5079052192067,537,0,567.954630938132,1
21.612312526096,620,0,564.156903368614,1
21.7167198329854,532,0,560.388093648249,1
21.8211271398747,592,0,556.647944495075,1
21.9255344467641,518,0,552.936201892771,1
22.0299417536534,545,0,549.252615017103,1
22.1343490605428,560,0,545.596936164828,1
22.2387563674321,535,0,541.968920684955,1
22.3431636743215,528,0,538.368326912273,1
22.4475709812109,512,0,534.794916103076,1
22.5519782881002,535,0,531.248452372979,1
22.6563855949896,528,0,527.72870263676,1
22.7607929018789,519,0,524.235436550154,1
22.8652002087683,519,0,520.768426453512,1
22.9696075156576,494,0,517.327447317267,1
23.074014822547,487,0,513.912276689135,1
23.1784221294363,556,0,510.522694642985,1
23.2828294363257,519,0,507.158483729314,1
23.387236743215,496,0,503.819428927272,1
23.4916440501044,490,0,500.505317598179,1
23.5960513569937,521,0,497.215939440464,1
23.7004586638831,482,0,493.951086445999,1
23.8048659707724,521,0,490.710552857756,1
23.9092732776618,477,0,487.494135128737,1
24.0136805845511,446,0,484.30163188215,1
24.1180878914405,507,0,481.132843872759,1
24.2224951983299,471,0,477.987573949389,1
24.3269025052192,486,0,474.865627018522,1
24.4313098121086,460,0,471.766810008958,1
24.5357171189979,468,0,468.690931837502,1
24.6401244258873,491,0,465.637803375631,1
24.7445317327766,483,0,462.607237417106,1
24.848939039666,424,0,459.59904864651,1
24.9533463465553,448,0,456.613053608657,1
25.0577536534447,463,0,453.649070678851,1
25.162160960334,473,0,450.706920033974,1
25.2665682672234,454,0,447.786423624346,1
25.3709755741127,412,0,444.887405146366,1
25.4753828810021,405,0,442.009690015869,1
25.5797901878914,436,0,439.153105342202,1
25.6841974947808,428,0,436.317479902977,1
25.7886048016701,437,0,433.502644119485,1
25.8930121085595,447,0,430.708430032746,1
25.9974194154489,422,0,427.934671280169,1
26.1018267223382,406,0,425.181203072801,1
26.2062340292276,454,0,422.447862173157,1
26.3106413361169,411,0,419.734486873588,1
26.4150486430063,427,0,417.040916975188,1
26.5194559498956,404,0,414.366993767218,1
26.623863256785,400,0,411.712560007012,1
26.7282705636743,417,0,409.077459900377,1
26.8326778705637,406,0,406.461539082446,1
26.937085177453,369,0,403.864644598982,1
27.0414924843424,412,0,401.286624888109,1
27.1458997912317,421,0,398.727329762466,1
27.2503070981211,396,0,396.18661039176,1
27.3547144050104,399,0,393.664319285707,1
27.4591217118998,396,0,391.160310277356,1
27.5635290187891,373,0,388.674438506772,1
27.6679363256785,391,0,386.206560405071,1
27.7723436325678,382,0,383.756533678798,1
27.8767509394572,372,0,381.324217294635,1
27.9811582463466,390,0,378.909471464425,1
28.0855655532359,357,0,376.51215763051,1
28.1899728601253,404,0,374.132138451358,1
28.2943801670146,374,0,371.769277787491,1
28.398787473904,371,0,369.423440687687,1
28.5031947807933,365,0,367.09449337545,1
28.6076020876827,352,0,364.782303235753,1
28.712009394572,332,0,362.486738802024,1
28.8164167014614,363,0,360.207669743387,1
28.9208240083507,383,0,357.94496685214,1
29.0252313152401,337,0,355.698502031464,1
29.1296386221294,354,0,353.468148283358,1
29.2340459290188,359,0,351.25377969679,1
29.3384532359081,336,0,349.055271436064,1
29.4428605427975,331,0,346.87249972939,1
29.5472678496868,329,0,344.70534185765,1
29.6516751565762,318,0,342.553676143366,1
29.7560824634656,324,0,340.417381939846,1
29.8604897703549,333,0,338.296339620523,1
29.9648970772443,306,0,336.19043056846,1
30.0693043841336,351,0,334.099537166037,1
30.173711691023,303,0,332.023542784804,1
30.2781189979123,329,0,329.962331775489,1
30.3825263048017,340,0,327.915789458176,1
30.486933611691,357,0,325.883802112626,1
30.5913409185804,334,0,323.866256968758,1
30.6957482254697,318,0,321.863042197269,1
30.8001555323591,329,0,319.874046900399,1
30.9045628392484,327,0,317.899161102832,1
31.0089701461378,308,0,315.938275742734,1
31.1133774530271,318,0,313.991282662922,1
31.2177847599165,316,0,312.05807460216,1
31.3221920668058,327,0,310.138545186577,1
31.4265993736952,303,0,308.232588921214,1
31.5310066805846,299,0,306.340101181682,1
31.6354139874739,299,0,304.460978205937,1
31.7398212943633,277,0,302.59511708617,1
31.8442286012526,297,0,300.742415760808,1
31.948635908142,340,0,298.902773006617,1
32.0530432150313,301,0,297.076088430916,1
32.1574505219207,279,0,295.262262463887,1
32.26185782881,276,0,293.461196350992,1
32.3662651356994,280,0,291.672792145482,1
32.4706724425887,283,0,289.896952701006,1
32.5750797494781,254,0,288.133581664308,1
32.6794870563674,280,0,286.382583468023,1
32.7838943632568,269,0,284.643863323551,1
32.8883016701461,287,0,282.917327214035,1
32.9927089770355,288,0,281.202881887406,1
33.0971162839248,272,0,279.500434849524,1
33.2015235908142,326,0,277.809894357399,1
33.3059308977035,251,0,276.131169412488,1
33.4103382045929,233,0,274.464169754076,1
33.5147455114823,259,0,272.80880585273,1
33.6191528183716,242,0,271.16498890383,1
33.723560125261,286,0,269.532630821176,1
33.8279674321503,295,0,267.911644230662,1
33.9323747390397,272,0,266.301942464031,1
34.036782045929,287,0,264.703439552687,1
34.1411893528184,265,0,263.116050221587,1
34.2455966597077,267,0,261.539689883193,1
34.3500039665971,265,0,259.974274631497,1
34.4544112734864,279,0,258.4197212361,1
34.5588185803758,276,0,256.875947136366,1
34.6632258872651,257,0,255.342870435633,1
34.7676331941545,225,0,253.820409895484,1
34.8720405010438,257,0,252.308484930084,1
34.9764478079332,249,0,250.807015600571,1
35.0808551148225,251,0,249.315922609506,1
35.1852624217119,254,0,247.835127295387,1
35.2896697286012,250,0,246.364551627206,1
35.3940770354906,268,0,244.904118199079,1
35.49848434238,255,0,243.453750224914,1
35.6028916492693,250,0,242.013371533144,1
35.7072989561587,256,0,240.582906561508,1
35.811706263048,254,0,239.162280351886,1
35.9161135699374,221,0,237.751418545184,1
36.0205208768267,271,0,236.35024737627,1
36.1249281837161,224,0,234.958693668959,1
36.2293354906054,236,0,233.576684831051,1
36.3337427974948,212,0,232.20414884941,1
36.4381501043841,232,0,230.841014285097,1
36.5425574112735,193,0,229.487210268548,1
36.6469647181628,197,0,228.142666494799,1
36.7513720250522,237,0,226.807313218753,1
36.8557793319415,190,0,225.481081250495,1
36.9601866388309,222,0,224.163901950653,1
37.0645939457203,206,0,222.855707225799,1
37.1690012526096,210,0,221.556429523897,1
37.273408559499,237,0,220.266001829788,1
37.3778158663883,234,0,218.984357660723,1
37.4822231732777,213,0,217.711431061936,1
37.586630480167,198,0,216.447156602255,1
37.6910377870564,204,0,215.191469369754,1
37.7954450939457,242,0,213.944304967452,1
37.8998524008351,195,0,212.70559950904,1
38.0042597077244,179,0,211.475289614654,1
38.1086670146138,193,0,210.253312406687,1
38.2130743215031,222,0,209.039605505638,1
38.3174816283925,226,0,207.834107025993,1
38.4218889352818,222,0,206.636755572151,1
38.5262962421712,223,0,205.447490234384,1
38.6307035490605,204,0,204.266250584831,1
38.7351108559499,201,0,203.092976673528,1
38.8395181628392,214,0,201.927609024479,1
38.9439254697286,200,0,200.770088631753,1
39.048332776618,175,0,199.620356955624,1
39.1527400835073,201,0,198.478355918737,1
39.2571473903967,213,0,197.344027902318,1
39.361554697286,186,0,196.217315742406,1
39.4659620041754,193,0,195.098162726125,1
39.5703693110647,214,0,193.986512587993,1
39.6747766179541,205,0,192.882309506247,1
39.7791839248434,218,0,191.785498099221,1
39.8835912317328,209,0,190.696023421738,1
39.9879985386221,193,0,189.613830961543,1
40.0924058455115,211,0,188.538866635768,1
40.1968131524008,214,0,187.471076787418,1
40.3012204592902,193,0,186.410408181896,1
40.4056277661795,203,0,185.356808003557,1
40.5100350730689,218,0,184.310223852288,1
40.6144423799582,174,0,183.270603740122,1
40.7188496868476,168,0,182.237896087875,1
40.823256993737,206,0,181.212049721819,1
40.9276643006263,167,0,180.193013870377,1
41.0320716075157,191,0,179.180738160852,1
41.136478914405,176,0,178.175172616179,1
41.2408862212944,184,0,177.176267651707,1
41.3452935281837,150,0,176.183974072009,1
41.4497008350731,188,0,175.198243067717,1
41.5541081419624,186,0,174.219026212389,1
41.6585154488518,191,0,173.24627545939,1
41.7629227557411,172,0,172.27994313882,1
41.8673300626305,147,0,171.319981954446,1
41.9717373695198,167,0,170.366344980674,1
42.0761446764092,167,0,169.418985659543,1
42.1805519832985,164,0,168.477857797745,1
42.2849592901879,147,0,167.542915563665,1
42.3893665970772,168,0,166.614113484452,1
42.4937739039666,163,0,165.691406443115,1
42.5981812108559,163,0,164.774749675637,1
42.7025885177453,165,0,163.86409876812,1
42.8069958246347,165,0,162.959409653947,1
42.911403131524,171,0,162.060638610979,1
43.0158104384134,173,0,161.167742258759,1
43.1202177453027,136,0,160.280677555758,1
43.2246250521921,184,0,159.399401796628,1
43.3290323590814,159,0,158.523872609485,1
43.4334396659708,173,0,157.65404795322,1
43.5378469728601,176,0,156.789886114819,1
43.6422542797495,144,0,155.931345706719,1
43.7466615866388,160,0,155.078385664176,1
43.8510688935282,160,0,154.23096524266,1
43.9554762004175,165,0,153.389044015274,1
44.0598835073069,157,0,152.552581870185,1
44.1642908141962,142,0,151.721539008085,1
44.2686981210856,145,0,150.895875939672,1
44.3731054279749,151,0,150.075553483147,1
44.4775127348643,147,0,149.260532761738,1
44.5819200417536,147,0,148.450775201241,1
44.686327348643,152,0,147.646242527577,1
44.7907346555324,150,0,146.846896764383,1
44.8951419624217,161,0,146.052700230605,1
44.9995492693111,132,0,145.263615538126,1
45.1039565762004,141,0,144.479605589403,1
45.2083638830898,172,0,143.700633575132,1
45.3127711899791,136,0,142.926662971927,1
45.4171784968685,143,0,142.157657540016,1
45.5215858037578,144,0,141.393581320964,1
45.6259931106472,140,0,140.634398635408,1
45.7304004175365,133,0,139.880074080813,1
45.8348077244259,146,0,139.130572529244,1
45.9392150313152,133,0,138.385859125166,1
46.0436223382046,139,0,137.645899283243,1
46.1480296450939,152,0,136.91065868618,1
46.2524369519833,131,0,136.180103282557,1
46.3568442588727,136,0,135.454199284704,1
46.461251565762,138,0,134.732913166575,1
46.5656588726514,146,0,134.016211661652,1
46.6700661795407,141,0,133.30406176086,1
46.7744734864301,145,0,132.596430710501,1
46.8788807933194,130,0,131.893286010202,1
46.9832881002088,140,0,131.194595410887,1
47.0876954070981,141,0,130.500326912757,1
47.1921027139875,121,0,129.810448763293,1
47.2965100208768,120,0,129.124929455273,1
47.4009173277662,138,0,128.443737724803,1
47.5053246346555,130,0,127.766842549368,1
47.6097319415449,124,0,127.094213145899,1
47.7141392484342,139,0,126.425818968851,1
47.8185465553236,133,0,125.7616297083,1
47.9229538622129,131,0,125.101615288059,1
48.0273611691023,157,0,124.445745863802,1
48.1317684759916,129,0,123.793991821209,1
48.236175782881,110,0,123.146323774125,1
48.3405830897704,134,0,122.502712562733,1
48.4449903966597,141,0,121.86312925174,1
48.5493977035491,119,0,121.227545128584,1
48.6538050104384,114,0,120.59593170165,1
48.7582123173278,139,0,119.968260698501,1
48.8626196242171,113,0,119.34450406413,1
48.9670269311065,117,0,118.724633959214,1
49.0714342379958,110,0,118.108622758395,1
49.1758415448852,109,0,117.496443048566,1
49.2802488517745,117,0,116.888067627179,1
49.3846561586639,129,0,116.283469500556,1
49.4890634655532,119,0,115.682621882226,1
49.5934707724426,123,0,115.085498191265,1
49.6978780793319,118,0,114.492072050656,1
49.8022853862213,108,0,113.902317285662,1
49.9066926931106,0,0,113.316207922209,1
50.0111,0,0,112.733718185284,1
